Instancias/large/Spd_RF2_1000_1047_6011.txt;1000;1047;314;315;314.96;
Instancias/large/Spd_RF2_1000_1047_6019.txt;1000;1047;315;317;316.55;
Instancias/large/Spd_RF2_1000_1047_6027.txt;1000;1047;315;316;315.79;
Instancias/large/Spd_RF2_1000_1047_6035.txt;1000;1047;315;318;316.62;
Instancias/large/Spd_RF2_1000_1047_6011.txt;1000;1047;314;315;314.96;
Instancias/large/Spd_RF2_1000_1047_6019.txt;1000;1047;315;317;316.55;
Instancias/large/Spd_RF2_1000_1047_6027.txt;1000;1047;315;316;315.79;
Instancias/large/Spd_RF2_1000_1047_6035.txt;1000;1047;315;318;316.62;
Instancias/large/Spd_RF2_1000_1047_6043.txt;1000;1047;314;316;315.56;
Instancias/large/Spd_RF2_1000_1047_6011.txt;1000;1047;314;315;314.96;
Instancias/large/Spd_RF2_1000_1047_6019.txt;1000;1047;315;317;316.55;
Instancias/large/Spd_RF2_1000_1047_6027.txt;1000;1047;315;316;315.79;
Instancias/large/Spd_RF2_1000_1047_6035.txt;1000;1047;315;318;316.62;
Instancias/large/Spd_RF2_1000_1047_6043.txt;1000;1047;314;316;315.56;
Instancias/large/Spd_RF2_1000_1095_6051.txt;1000;1095;295;298;296.56;
Instancias/small/Spd_RF2_20_27_219.txt;20;27;2;3;2.5;
Instancias/large/Spd_RF2_1000_1047_6011.txt;1000;1047;314;315;314.96;
Instancias/large/Spd_RF2_1000_1047_6019.txt;1000;1047;315;317;316.55;
Instancias/large/Spd_RF2_1000_1047_6027.txt;1000;1047;315;316;315.79;
Instancias/large/Spd_RF2_1000_1047_6035.txt;1000;1047;315;318;316.62;
Instancias/large/Spd_RF2_1000_1047_6043.txt;1000;1047;314;316;315.56;
Instancias/small/Spd_RF2_20_27_219.txt;20;27;2;3;2.5;
